team_home,team_away,outcome,home_goals_avg,away_goals_avg,home_wins_pct,away_wins_pct
FC Bayern Munich,TSG 1899 Hoffenheim,1,2.8088235294117645,1.3088235294117647,0.8014705882352942,0.25735294117647056
FC Schalke 04,Hertha BSC Berlin,2,1.8529411764705883,1.1666666666666667,0.5882352941176471,0.2647058823529412
Borussia Mönchengladbach,Hamburger SV,2,1.7794117647058822,1.2205882352941178,0.5220588235294118,0.27941176470588236
Bayer 04 Leverkusen,Eintracht Braunschweig,1,1.9852941176470589,0.6470588235294118,0.5588235294117647,0.058823529411764705
VfB Stuttgart,Borussia Dortmund,0,1.6102941176470589,1.8602941176470589,0.4264705882352941,0.5073529411764706
Hannover 96,SV Werder Bremen,0,1.6029411764705883,1.4191176470588236,0.45588235294117646,0.2426470588235294
VfL Wolfsburg,Eintracht Frankfurt,2,2.014705882352941,1.0084033613445378,0.5441176470588235,0.2184873949579832
SC Freiburg,1. FC Nürnberg,2,1.303921568627451,1.0,0.37254901960784315,0.2235294117647059
1. FSV Mainz 05,FC Augsburg,2,1.4369747899159664,1.0470588235294118,0.46218487394957986,0.27058823529411763
Borussia Dortmund,VfL Wolfsburg,2,2.1911764705882355,1.3897058823529411,0.6470588235294118,0.3161764705882353
VfB Stuttgart,SC Freiburg,2,1.6102941176470589,1.0980392156862746,0.4264705882352941,0.23529411764705882
SV Werder Bremen,FC Schalke 04,1,1.6911764705882353,1.2794117647058822,0.4117647058823529,0.34558823529411764
1. FC Nürnberg,Borussia Mönchengladbach,0,1.2705882352941176,1.1838235294117647,0.35294117647058826,0.27941176470588236
FC Augsburg,FC Bayern Munich,2,1.3176470588235294,1.9926470588235294,0.3764705882352941,0.6176470588235294
Hamburger SV,Bayer 04 Leverkusen,2,1.3088235294117647,1.5661764705882353,0.40441176470588236,0.4485294117647059
Eintracht Braunschweig,Hannover 96,2,1.0588235294117647,1.036764705882353,0.29411764705882354,0.21323529411764705
Eintracht Frankfurt,1. FSV Mainz 05,2,1.4789915966386555,1.2521008403361344,0.3865546218487395,0.2773109243697479
Hertha BSC Berlin,TSG 1899 Hoffenheim,1,1.1666666666666667,1.3088235294117647,0.37254901960784315,0.25735294117647056
Borussia Dortmund,SV Werder Bremen,2,2.1911764705882355,1.4191176470588236,0.6470588235294118,0.2426470588235294
FC Bayern Munich,1. FC Nürnberg,2,2.8088235294117645,1.0,0.8014705882352942,0.2235294117647059
Bayer 04 Leverkusen,Borussia Mönchengladbach,2,1.9852941176470589,1.1838235294117647,0.5588235294117647,0.27941176470588236
Hannover 96,FC Schalke 04,2,1.6029411764705883,1.2794117647058822,0.45588235294117646,0.34558823529411764
TSG 1899 Hoffenheim,SC Freiburg,1,1.6323529411764706,1.0980392156862746,0.38235294117647056,0.23529411764705882
1. FSV Mainz 05,VfL Wolfsburg,2,1.4369747899159664,1.3897058823529411,0.46218487394957986,0.3161764705882353
FC Augsburg,VfB Stuttgart,2,1.3176470588235294,1.4411764705882353,0.3764705882352941,0.3014705882352941
Eintracht Braunschweig,Eintracht Frankfurt,0,1.0588235294117647,1.0084033613445378,0.29411764705882354,0.2184873949579832
Hertha BSC Berlin,Hamburger SV,2,1.1666666666666667,1.2205882352941178,0.37254901960784315,0.27941176470588236
FC Bayern Munich,Borussia Dortmund,0,2.8088235294117645,1.8602941176470589,0.8014705882352942,0.5073529411764706
FC Schalke 04,Eintracht Frankfurt,2,1.8529411764705883,1.0084033613445378,0.5882352941176471,0.2184873949579832
Borussia Mönchengladbach,VfB Stuttgart,1,1.7794117647058822,1.4411764705882353,0.5220588235294118,0.3014705882352941
Bayer 04 Leverkusen,Hertha BSC Berlin,2,1.9852941176470589,1.1666666666666667,0.5588235294117647,0.2647058823529412
Hannover 96,Hamburger SV,2,1.6029411764705883,1.2205882352941178,0.45588235294117646,0.27941176470588236
VfL Wolfsburg,1. FC Nürnberg,2,2.014705882352941,1.0,0.5441176470588235,0.2235294117647059
TSG 1899 Hoffenheim,FC Augsburg,2,1.6323529411764706,1.0470588235294118,0.38235294117647056,0.27058823529411763
SC Freiburg,Eintracht Braunschweig,2,1.303921568627451,0.6470588235294118,0.37254901960784315,0.058823529411764705
1. FSV Mainz 05,SV Werder Bremen,2,1.4369747899159664,1.4191176470588236,0.46218487394957986,0.2426470588235294
Borussia Dortmund,1. FSV Mainz 05,2,2.1911764705882355,1.2521008403361344,0.6470588235294118,0.2773109243697479
VfB Stuttgart,FC Schalke 04,2,1.6102941176470589,1.2794117647058822,0.4264705882352941,0.34558823529411764
SV Werder Bremen,TSG 1899 Hoffenheim,2,1.6911764705882353,1.3088235294117647,0.4117647058823529,0.25735294117647056
1. FC Nürnberg,Bayer 04 Leverkusen,0,1.2705882352941176,1.5661764705882353,0.35294117647058826,0.4485294117647059
SC Freiburg,Borussia Mönchengladbach,2,1.303921568627451,1.1838235294117647,0.37254901960784315,0.27941176470588236
FC Augsburg,Hertha BSC Berlin,1,1.3176470588235294,1.1666666666666667,0.3764705882352941,0.2647058823529412
Hamburger SV,VfL Wolfsburg,0,1.3088235294117647,1.3897058823529411,0.40441176470588236,0.3161764705882353
Eintracht Braunschweig,FC Bayern Munich,0,1.0588235294117647,1.9926470588235294,0.29411764705882354,0.6176470588235294
Eintracht Frankfurt,Hannover 96,0,1.4789915966386555,1.036764705882353,0.3865546218487395,0.21323529411764705
FC Bayern Munich,SV Werder Bremen,2,2.8088235294117645,1.4191176470588236,0.8014705882352942,0.2426470588235294
FC Schalke 04,Borussia Mönchengladbach,0,1.8529411764705883,1.1838235294117647,0.5882352941176471,0.27941176470588236
Bayer 04 Leverkusen,Borussia Dortmund,1,1.9852941176470589,1.8602941176470589,0.5588235294117647,0.5073529411764706
Hannover 96,VfB Stuttgart,1,1.6029411764705883,1.4411764705882353,0.45588235294117646,0.3014705882352941
VfL Wolfsburg,SC Freiburg,1,2.014705882352941,1.0980392156862746,0.5441176470588235,0.23529411764705882
TSG 1899 Hoffenheim,Eintracht Frankfurt,1,1.6323529411764706,1.0084033613445378,0.38235294117647056,0.2184873949579832
1. FSV Mainz 05,1. FC Nürnberg,2,1.4369747899159664,1.0,0.46218487394957986,0.2235294117647059
FC Augsburg,Hamburger SV,2,1.3176470588235294,1.2205882352941178,0.3764705882352941,0.27941176470588236
Hertha BSC Berlin,Eintracht Braunschweig,2,1.1666666666666667,0.6470588235294118,0.37254901960784315,0.058823529411764705
Borussia Dortmund,TSG 1899 Hoffenheim,2,2.1911764705882355,1.3088235294117647,0.6470588235294118,0.25735294117647056
Borussia Mönchengladbach,1. FSV Mainz 05,2,1.7794117647058822,1.2521008403361344,0.5220588235294118,0.2773109243697479
VfB Stuttgart,VfL Wolfsburg,0,1.6102941176470589,1.3897058823529411,0.4264705882352941,0.3161764705882353
SV Werder Bremen,Hertha BSC Berlin,2,1.6911764705882353,1.1666666666666667,0.4117647058823529,0.2647058823529412
1. FC Nürnberg,Hannover 96,0,1.2705882352941176,1.036764705882353,0.35294117647058826,0.21323529411764705
SC Freiburg,FC Schalke 04,0,1.303921568627451,1.2794117647058822,0.37254901960784315,0.34558823529411764
Hamburger SV,FC Bayern Munich,0,1.3088235294117647,1.9926470588235294,0.40441176470588236,0.6176470588235294
Eintracht Braunschweig,FC Augsburg,0,1.0588235294117647,1.0470588235294118,0.29411764705882354,0.27058823529411763
Eintracht Frankfurt,Bayer 04 Leverkusen,0,1.4789915966386555,1.5661764705882353,0.3865546218487395,0.4485294117647059
FC Bayern Munich,VfB Stuttgart,2,2.8088235294117645,1.4411764705882353,0.8014705882352942,0.3014705882352941
FC Schalke 04,1. FC Nürnberg,2,1.8529411764705883,1.0,0.5882352941176471,0.2235294117647059
Bayer 04 Leverkusen,SV Werder Bremen,2,1.9852941176470589,1.4191176470588236,0.5588235294117647,0.2426470588235294
Hannover 96,SC Freiburg,2,1.6029411764705883,1.0980392156862746,0.45588235294117646,0.23529411764705882
VfL Wolfsburg,Borussia Mönchengladbach,2,2.014705882352941,1.1838235294117647,0.5441176470588235,0.27941176470588236
TSG 1899 Hoffenheim,Eintracht Braunschweig,2,1.6323529411764706,0.6470588235294118,0.38235294117647056,0.058823529411764705
1. FSV Mainz 05,Hamburger SV,2,1.4369747899159664,1.2205882352941178,0.46218487394957986,0.27941176470588236
FC Augsburg,Eintracht Frankfurt,2,1.3176470588235294,1.0084033613445378,0.3764705882352941,0.2184873949579832
Hertha BSC Berlin,Borussia Dortmund,0,1.1666666666666667,1.8602941176470589,0.37254901960784315,0.5073529411764706
SC Freiburg,FC Bayern Munich,1,1.303921568627451,1.9926470588235294,0.37254901960784315,0.6176470588235294
FC Schalke 04,Bayer 04 Leverkusen,2,1.8529411764705883,1.5661764705882353,0.5882352941176471,0.4485294117647059
Borussia Mönchengladbach,SV Werder Bremen,2,1.7794117647058822,1.4191176470588236,0.5220588235294118,0.2426470588235294
VfB Stuttgart,TSG 1899 Hoffenheim,2,1.6102941176470589,1.3088235294117647,0.4264705882352941,0.25735294117647056
Hannover 96,1. FSV Mainz 05,2,1.6029411764705883,1.2521008403361344,0.45588235294117646,0.2773109243697479
VfL Wolfsburg,Hertha BSC Berlin,2,2.014705882352941,1.1666666666666667,0.5441176470588235,0.2647058823529412
1. FC Nürnberg,FC Augsburg,0,1.2705882352941176,1.0470588235294118,0.35294117647058826,0.27058823529411763
Hamburger SV,Eintracht Braunschweig,2,1.3088235294117647,0.6470588235294118,0.40441176470588236,0.058823529411764705
Eintracht Frankfurt,Borussia Dortmund,0,1.4789915966386555,1.8602941176470589,0.3865546218487395,0.5073529411764706
Borussia Dortmund,Hamburger SV,2,2.1911764705882355,1.2205882352941178,0.6470588235294118,0.27941176470588236
FC Bayern Munich,Hannover 96,2,2.8088235294117645,1.036764705882353,0.8014705882352942,0.21323529411764705
Bayer 04 Leverkusen,VfL Wolfsburg,2,1.9852941176470589,1.3897058823529411,0.5588235294117647,0.3161764705882353
SV Werder Bremen,Eintracht Frankfurt,0,1.6911764705882353,1.0084033613445378,0.4117647058823529,0.2184873949579832
TSG 1899 Hoffenheim,Borussia Mönchengladbach,2,1.6323529411764706,1.1838235294117647,0.38235294117647056,0.27941176470588236
1. FSV Mainz 05,FC Schalke 04,0,1.4369747899159664,1.2794117647058822,0.46218487394957986,0.34558823529411764
FC Augsburg,SC Freiburg,2,1.3176470588235294,1.0980392156862746,0.3764705882352941,0.23529411764705882
Eintracht Braunschweig,1. FC Nürnberg,1,1.0588235294117647,1.0,0.29411764705882354,0.2235294117647059
Hertha BSC Berlin,VfB Stuttgart,0,1.1666666666666667,1.4411764705882353,0.37254901960784315,0.3014705882352941
FC Schalke 04,FC Bayern Munich,0,1.8529411764705883,1.9926470588235294,0.5882352941176471,0.6176470588235294
Borussia Mönchengladbach,Eintracht Braunschweig,2,1.7794117647058822,0.6470588235294118,0.5220588235294118,0.058823529411764705
VfB Stuttgart,Eintracht Frankfurt,1,1.6102941176470589,1.0084033613445378,0.4264705882352941,0.2184873949579832
Hannover 96,FC Augsburg,2,1.6029411764705883,1.0470588235294118,0.45588235294117646,0.27058823529411763
VfL Wolfsburg,TSG 1899 Hoffenheim,2,2.014705882352941,1.3088235294117647,0.5441176470588235,0.25735294117647056
1. FC Nürnberg,Borussia Dortmund,1,1.2705882352941176,1.8602941176470589,0.35294117647058826,0.5073529411764706
SC Freiburg,Hertha BSC Berlin,1,1.303921568627451,1.1666666666666667,0.37254901960784315,0.2647058823529412
1. FSV Mainz 05,Bayer 04 Leverkusen,0,1.4369747899159664,1.5661764705882353,0.46218487394957986,0.4485294117647059
Hamburger SV,SV Werder Bremen,0,1.3088235294117647,1.4191176470588236,0.40441176470588236,0.2426470588235294
Borussia Dortmund,SC Freiburg,2,2.1911764705882355,1.0980392156862746,0.6470588235294118,0.23529411764705882
FC Bayern Munich,VfL Wolfsburg,2,2.8088235294117645,1.3897058823529411,0.8014705882352942,0.3161764705882353
Bayer 04 Leverkusen,Hannover 96,2,1.9852941176470589,1.036764705882353,0.5588235294117647,0.21323529411764705
SV Werder Bremen,1. FC Nürnberg,1,1.6911764705882353,1.0,0.4117647058823529,0.2235294117647059
TSG 1899 Hoffenheim,FC Schalke 04,1,1.6323529411764706,1.2794117647058822,0.38235294117647056,0.34558823529411764
FC Augsburg,Borussia Mönchengladbach,1,1.3176470588235294,1.1838235294117647,0.3764705882352941,0.27941176470588236
Eintracht Braunschweig,VfB Stuttgart,0,1.0588235294117647,1.4411764705882353,0.29411764705882354,0.3014705882352941
Eintracht Frankfurt,Hamburger SV,1,1.4789915966386555,1.2205882352941178,0.3865546218487395,0.27941176470588236
Hertha BSC Berlin,1. FSV Mainz 05,2,1.1666666666666667,1.2521008403361344,0.37254901960784315,0.2773109243697479
FC Schalke 04,FC Augsburg,2,1.8529411764705883,1.0470588235294118,0.5882352941176471,0.27058823529411763
Borussia Mönchengladbach,Borussia Dortmund,2,1.7794117647058822,1.8602941176470589,0.5220588235294118,0.5073529411764706
Bayer 04 Leverkusen,FC Bayern Munich,1,1.9852941176470589,1.9926470588235294,0.5588235294117647,0.6176470588235294
VfB Stuttgart,SV Werder Bremen,1,1.6102941176470589,1.4191176470588236,0.4264705882352941,0.2426470588235294
Hannover 96,Hertha BSC Berlin,1,1.6029411764705883,1.1666666666666667,0.45588235294117646,0.2647058823529412
VfL Wolfsburg,Eintracht Braunschweig,0,2.014705882352941,0.6470588235294118,0.5441176470588235,0.058823529411764705
1. FC Nürnberg,Hamburger SV,0,1.2705882352941176,1.2205882352941178,0.35294117647058826,0.27941176470588236
SC Freiburg,Eintracht Frankfurt,1,1.303921568627451,1.0084033613445378,0.37254901960784315,0.2184873949579832
1. FSV Mainz 05,TSG 1899 Hoffenheim,1,1.4369747899159664,1.3088235294117647,0.46218487394957986,0.25735294117647056
Borussia Dortmund,Hannover 96,2,2.1911764705882355,1.036764705882353,0.6470588235294118,0.21323529411764705
FC Bayern Munich,1. FSV Mainz 05,2,2.8088235294117645,1.2521008403361344,0.8014705882352942,0.2773109243697479
SV Werder Bremen,SC Freiburg,1,1.6911764705882353,1.0980392156862746,0.4117647058823529,0.23529411764705882
TSG 1899 Hoffenheim,Bayer 04 Leverkusen,0,1.6323529411764706,1.5661764705882353,0.38235294117647056,0.4485294117647059
FC Augsburg,VfL Wolfsburg,0,1.3176470588235294,1.3897058823529411,0.3764705882352941,0.3161764705882353
Hamburger SV,VfB Stuttgart,1,1.3088235294117647,1.4411764705882353,0.40441176470588236,0.3014705882352941
Eintracht Braunschweig,FC Schalke 04,0,1.0588235294117647,1.2794117647058822,0.29411764705882354,0.34558823529411764
Eintracht Frankfurt,1. FC Nürnberg,1,1.4789915966386555,1.0,0.3865546218487395,0.2235294117647059
Hertha BSC Berlin,Borussia Mönchengladbach,2,1.1666666666666667,1.1838235294117647,0.37254901960784315,0.27941176470588236
FC Bayern Munich,VfL Wolfsburg,2,2.8088235294117645,1.3897058823529411,0.8014705882352942,0.3161764705882353
Borussia Dortmund,Bayer 04 Leverkusen,0,2.1911764705882355,1.5661764705882353,0.6470588235294118,0.4485294117647059
Borussia Mönchengladbach,VfB Stuttgart,1,1.7794117647058822,1.4411764705882353,0.5220588235294118,0.3014705882352941
TSG 1899 Hoffenheim,FC Augsburg,2,1.6323529411764706,1.0470588235294118,0.38235294117647056,0.27058823529411763
Hannover 96,FC Schalke 04,2,1.6029411764705883,1.2794117647058822,0.45588235294117646,0.34558823529411764
Hertha BSC Berlin,SV Werder Bremen,1,1.1666666666666667,1.4191176470588236,0.37254901960784315,0.2426470588235294
Eintracht Frankfurt,SC Freiburg,2,1.4789915966386555,1.0980392156862746,0.3865546218487395,0.23529411764705882
1. FC Köln,Hamburger SV,1,1.1372549019607843,1.2205882352941178,0.3137254901960784,0.27941176470588236
SC Paderborn 07,1. FSV Mainz 05,1,1.2352941176470589,1.2521008403361344,0.23529411764705882,0.2773109243697479
FC Bayern Munich,Borussia Dortmund,2,2.8088235294117645,1.8602941176470589,0.8014705882352942,0.5073529411764706
FC Schalke 04,FC Augsburg,2,1.8529411764705883,1.0470588235294118,0.5882352941176471,0.27058823529411763
Borussia Mönchengladbach,TSG 1899 Hoffenheim,2,1.7794117647058822,1.3088235294117647,0.5220588235294118,0.25735294117647056
1. FSV Mainz 05,SV Werder Bremen,0,1.4369747899159664,1.4191176470588236,0.46218487394957986,0.2426470588235294
Hannover 96,Eintracht Frankfurt,2,1.6029411764705883,1.0084033613445378,0.45588235294117646,0.2184873949579832
VfB Stuttgart,VfL Wolfsburg,0,1.6102941176470589,1.3897058823529411,0.4264705882352941,0.3161764705882353
Hamburger SV,Bayer 04 Leverkusen,2,1.3088235294117647,1.5661764705882353,0.40441176470588236,0.4485294117647059
1. FC Köln,SC Freiburg,0,1.1372549019607843,1.0980392156862746,0.3137254901960784,0.23529411764705882
SC Paderborn 07,Hertha BSC Berlin,2,1.2352941176470589,1.1666666666666667,0.23529411764705882,0.2647058823529412
Borussia Dortmund,Borussia Mönchengladbach,2,2.1911764705882355,1.1838235294117647,0.6470588235294118,0.27941176470588236
Bayer 04 Leverkusen,1. FSV Mainz 05,1,1.9852941176470589,1.2521008403361344,0.5588235294117647,0.2773109243697479
VfL Wolfsburg,Hamburger SV,2,2.014705882352941,1.2205882352941178,0.5441176470588235,0.27941176470588236
FC Augsburg,SC Paderborn 07,2,1.3176470588235294,0.5882352941176471,0.3764705882352941,0.17647058823529413
TSG 1899 Hoffenheim,1. FC Köln,0,1.6323529411764706,1.0784313725490196,0.38235294117647056,0.27450980392156865
Hertha BSC Berlin,Hannover 96,0,1.1666666666666667,1.036764705882353,0.37254901960784315,0.21323529411764705
SV Werder Bremen,VfB Stuttgart,2,1.6911764705882353,1.4411764705882353,0.4117647058823529,0.3014705882352941
Eintracht Frankfurt,FC Bayern Munich,0,1.4789915966386555,1.9926470588235294,0.3865546218487395,0.6176470588235294
SC Freiburg,FC Schalke 04,2,1.303921568627451,1.2794117647058822,0.37254901960784315,0.34558823529411764
FC Bayern Munich,TSG 1899 Hoffenheim,2,2.8088235294117645,1.3088235294117647,0.8014705882352942,0.25735294117647056
FC Schalke 04,VfL Wolfsburg,2,1.8529411764705883,1.3897058823529411,0.5882352941176471,0.3161764705882353
Borussia Mönchengladbach,Eintracht Frankfurt,0,1.7794117647058822,1.0084033613445378,0.5220588235294118,0.2184873949579832
1. FSV Mainz 05,SC Freiburg,1,1.4369747899159664,1.0980392156862746,0.46218487394957986,0.23529411764705882
Hannover 96,Bayer 04 Leverkusen,0,1.6029411764705883,1.5661764705882353,0.45588235294117646,0.4485294117647059
VfB Stuttgart,FC Augsburg,0,1.6102941176470589,1.0470588235294118,0.4264705882352941,0.27058823529411763
Hamburger SV,SV Werder Bremen,2,1.3088235294117647,1.4191176470588236,0.40441176470588236,0.2426470588235294
1. FC Köln,Hertha BSC Berlin,0,1.1372549019607843,1.1666666666666667,0.3137254901960784,0.2647058823529412
SC Paderborn 07,Borussia Dortmund,1,1.2352941176470589,1.8602941176470589,0.23529411764705882,0.5073529411764706
FC Schalke 04,1. FSV Mainz 05,2,1.8529411764705883,1.2521008403361344,0.5882352941176471,0.2773109243697479
Bayer 04 Leverkusen,1. FC Köln,2,1.9852941176470589,1.0784313725490196,0.5588235294117647,0.27450980392156865
VfL Wolfsburg,Borussia Mönchengladbach,2,2.014705882352941,1.1838235294117647,0.5441176470588235,0.27941176470588236
FC Augsburg,Hamburger SV,2,1.3176470588235294,1.2205882352941178,0.3764705882352941,0.27941176470588236
TSG 1899 Hoffenheim,Hannover 96,2,1.6323529411764706,1.036764705882353,0.38235294117647056,0.21323529411764705
Hertha BSC Berlin,FC Bayern Munich,0,1.1666666666666667,1.9926470588235294,0.37254901960784315,0.6176470588235294
SV Werder Bremen,SC Paderborn 07,2,1.6911764705882353,0.5882352941176471,0.4117647058823529,0.17647058823529413
Eintracht Frankfurt,Borussia Dortmund,2,1.4789915966386555,1.8602941176470589,0.3865546218487395,0.5073529411764706
SC Freiburg,VfB Stuttgart,0,1.303921568627451,1.4411764705882353,0.37254901960784315,0.3014705882352941
FC Bayern Munich,Bayer 04 Leverkusen,2,2.8088235294117645,1.5661764705882353,0.8014705882352942,0.4485294117647059
Borussia Dortmund,TSG 1899 Hoffenheim,2,2.1911764705882355,1.3088235294117647,0.6470588235294118,0.25735294117647056
Borussia Mönchengladbach,Hertha BSC Berlin,2,1.7794117647058822,1.1666666666666667,0.5220588235294118,0.2647058823529412
Hannover 96,VfL Wolfsburg,0,1.6029411764705883,1.3897058823529411,0.45588235294117646,0.3161764705882353
Eintracht Frankfurt,SV Werder Bremen,2,1.4789915966386555,1.4191176470588236,0.3865546218487395,0.2426470588235294
VfB Stuttgart,FC Schalke 04,0,1.6102941176470589,1.2794117647058822,0.4264705882352941,0.34558823529411764
Hamburger SV,1. FSV Mainz 05,2,1.3088235294117647,1.2521008403361344,0.40441176470588236,0.2773109243697479
1. FC Köln,FC Augsburg,0,1.1372549019607843,1.0470588235294118,0.3137254901960784,0.27058823529411763
SC Paderborn 07,SC Freiburg,1,1.2352941176470589,1.0980392156862746,0.23529411764705882,0.23529411764705882
FC Schalke 04,1. FC Köln,0,1.8529411764705883,1.0784313725490196,0.5882352941176471,0.27450980392156865
Bayer 04 Leverkusen,Borussia Mönchengladbach,1,1.9852941176470589,1.1838235294117647,0.5588235294117647,0.27941176470588236
VfL Wolfsburg,SC Paderborn 07,1,2.014705882352941,0.5882352941176471,0.5441176470588235,0.17647058823529413
1. FSV Mainz 05,VfB Stuttgart,1,1.4369747899159664,1.4411764705882353,0.46218487394957986,0.3014705882352941
FC Augsburg,FC Bayern Munich,0,1.3176470588235294,1.9926470588235294,0.3764705882352941,0.6176470588235294
TSG 1899 Hoffenheim,Eintracht Frankfurt,2,1.6323529411764706,1.0084033613445378,0.38235294117647056,0.2184873949579832
Hertha BSC Berlin,Borussia Dortmund,2,1.1666666666666667,1.8602941176470589,0.37254901960784315,0.5073529411764706
SV Werder Bremen,Hannover 96,1,1.6911764705882353,1.036764705882353,0.4117647058823529,0.21323529411764705
SC Freiburg,Hamburger SV,1,1.303921568627451,1.2205882352941178,0.37254901960784315,0.27941176470588236
FC Bayern Munich,SC Freiburg,2,2.8088235294117645,1.0980392156862746,0.8014705882352942,0.23529411764705882
Borussia Dortmund,VfL Wolfsburg,1,2.1911764705882355,1.3897058823529411,0.6470588235294118,0.3161764705882353
Borussia Mönchengladbach,SV Werder Bremen,2,1.7794117647058822,1.4191176470588236,0.5220588235294118,0.2426470588235294
TSG 1899 Hoffenheim,Bayer 04 Leverkusen,0,1.6323529411764706,1.5661764705882353,0.38235294117647056,0.4485294117647059
Hannover 96,FC Augsburg,2,1.6029411764705883,1.0470588235294118,0.45588235294117646,0.27058823529411763
Eintracht Frankfurt,Hertha BSC Berlin,1,1.4789915966386555,1.1666666666666667,0.3865546218487395,0.2647058823529412
Hamburger SV,VfB Stuttgart,0,1.3088235294117647,1.4411764705882353,0.40441176470588236,0.3014705882352941
1. FC Köln,1. FSV Mainz 05,1,1.1372549019607843,1.2521008403361344,0.3137254901960784,0.2773109243697479
SC Paderborn 07,FC Schalke 04,0,1.2352941176470589,1.2794117647058822,0.23529411764705882,0.34558823529411764
FC Schalke 04,Hamburger SV,1,1.8529411764705883,1.2205882352941178,0.5882352941176471,0.27941176470588236
Bayer 04 Leverkusen,Eintracht Frankfurt,1,1.9852941176470589,1.0084033613445378,0.5588235294117647,0.2184873949579832
VfL Wolfsburg,1. FC Köln,2,2.014705882352941,1.0784313725490196,0.5441176470588235,0.27450980392156865
1. FSV Mainz 05,FC Bayern Munich,0,1.4369747899159664,1.9926470588235294,0.46218487394957986,0.6176470588235294
FC Augsburg,Borussia Mönchengladbach,2,1.3176470588235294,1.1838235294117647,0.3764705882352941,0.27941176470588236
Hertha BSC Berlin,TSG 1899 Hoffenheim,0,1.1666666666666667,1.3088235294117647,0.37254901960784315,0.25735294117647056
SV Werder Bremen,Borussia Dortmund,2,1.6911764705882353,1.8602941176470589,0.4117647058823529,0.5073529411764706
SC Freiburg,Hannover 96,1,1.303921568627451,1.036764705882353,0.37254901960784315,0.21323529411764705
VfB Stuttgart,SC Paderborn 07,1,1.6102941176470589,0.5882352941176471,0.4264705882352941,0.17647058823529413
FC Schalke 04,Hannover 96,2,1.8529411764705883,1.036764705882353,0.5882352941176471,0.21323529411764705
Bayer 04 Leverkusen,Borussia Dortmund,1,1.9852941176470589,1.8602941176470589,0.5588235294117647,0.5073529411764706
VfL Wolfsburg,FC Bayern Munich,2,2.014705882352941,1.9926470588235294,0.5441176470588235,0.6176470588235294
1. FSV Mainz 05,SC Paderborn 07,2,1.4369747899159664,0.5882352941176471,0.46218487394957986,0.17647058823529413
FC Augsburg,TSG 1899 Hoffenheim,2,1.3176470588235294,1.3088235294117647,0.3764705882352941,0.25735294117647056
SV Werder Bremen,Hertha BSC Berlin,2,1.6911764705882353,1.1666666666666667,0.4117647058823529,0.2647058823529412
SC Freiburg,Eintracht Frankfurt,2,1.303921568627451,1.0084033613445378,0.37254901960784315,0.2184873949579832
VfB Stuttgart,Borussia Mönchengladbach,0,1.6102941176470589,1.1838235294117647,0.4264705882352941,0.27941176470588236
Hamburger SV,1. FC Köln,0,1.3088235294117647,1.0784313725490196,0.40441176470588236,0.27450980392156865
FC Bayern Munich,FC Schalke 04,1,2.8088235294117645,1.2794117647058822,0.8014705882352942,0.34558823529411764
Borussia Dortmund,FC Augsburg,0,2.1911764705882355,1.0470588235294118,0.6470588235294118,0.27058823529411763
Borussia Mönchengladbach,SC Freiburg,2,1.7794117647058822,1.0980392156862746,0.5220588235294118,0.23529411764705882
TSG 1899 Hoffenheim,SV Werder Bremen,0,1.6323529411764706,1.4191176470588236,0.38235294117647056,0.2426470588235294
Hannover 96,1. FSV Mainz 05,1,1.6029411764705883,1.2521008403361344,0.45588235294117646,0.2773109243697479
Hertha BSC Berlin,Bayer 04 Leverkusen,0,1.1666666666666667,1.5661764705882353,0.37254901960784315,0.4485294117647059
Eintracht Frankfurt,VfL Wolfsburg,1,1.4789915966386555,1.3897058823529411,0.3865546218487395,0.3161764705882353
1. FC Köln,VfB Stuttgart,1,1.1372549019607843,1.4411764705882353,0.3137254901960784,0.3014705882352941
SC Paderborn 07,Hamburger SV,0,1.2352941176470589,1.2205882352941178,0.23529411764705882,0.27941176470588236
FC Schalke 04,FC Bayern Munich,1,1.8529411764705883,1.9926470588235294,0.5882352941176471,0.6176470588235294
Bayer 04 Leverkusen,Hertha BSC Berlin,2,1.9852941176470589,1.1666666666666667,0.5588235294117647,0.2647058823529412
VfL Wolfsburg,Eintracht Frankfurt,1,2.014705882352941,1.0084033613445378,0.5441176470588235,0.2184873949579832
1. FSV Mainz 05,Hannover 96,1,1.4369747899159664,1.036764705882353,0.46218487394957986,0.21323529411764705
FC Augsburg,Borussia Dortmund,0,1.3176470588235294,1.8602941176470589,0.3764705882352941,0.5073529411764706
SV Werder Bremen,TSG 1899 Hoffenheim,1,1.6911764705882353,1.3088235294117647,0.4117647058823529,0.25735294117647056
SC Freiburg,Borussia Mönchengladbach,1,1.303921568627451,1.1838235294117647,0.37254901960784315,0.27941176470588236
VfB Stuttgart,1. FC Köln,0,1.6102941176470589,1.0784313725490196,0.4264705882352941,0.27450980392156865
Hamburger SV,SC Paderborn 07,0,1.3088235294117647,0.5882352941176471,0.40441176470588236,0.17647058823529413
FC Schalke 04,Borussia Mönchengladbach,2,1.8529411764705883,1.1838235294117647,0.5882352941176471,0.27941176470588236
VfL Wolfsburg,TSG 1899 Hoffenheim,2,2.014705882352941,1.3088235294117647,0.5441176470588235,0.25735294117647056
1. FSV Mainz 05,Hertha BSC Berlin,0,1.4369747899159664,1.1666666666666667,0.46218487394957986,0.2647058823529412
